video_id,title,published_at,period,duration,view_count,comment_count,youtube_url,current_db_label,review_label,needs_review,candidate_confidence,label_status,labeler,labeled_at,notes,evidence
1Z_l3jmlCfQ,爽花老闆的錢錢！越南旅遊想去哪就去哪！,2023-04-26T13:00:01Z,pre,PT30M35S,1133100,376,https://www.youtube.com/watch?v=1Z_l3jmlCfQ,other,other,False,,,human,2026-05-02 17:50:27,,
iOcMuJRrIYs,街頭小吃挑戰！隱藏版奇特飲食文化！,2023-05-03T13:00:34Z,pre,PT15M34S,963942,431,https://www.youtube.com/watch?v=iOcMuJRrIYs,collab,collab,False,,,human,2026-05-02 17:50:27,,
9GaKwHOmsKg,越南高級辣妹洗頭VS平民驚嚇小吃！命運決定！,2023-05-10T13:00:06Z,pre,PT23M47S,677062,158,https://www.youtube.com/watch?v=9GaKwHOmsKg,other,other,False,,,human,2026-05-02 17:50:27,,
N8ZdK1pcDqs,挑戰初馬3小半！6個月跑了6國家成為台灣最快的創作者！,2023-05-17T13:00:17Z,pre,PT36M43S,920231,1183,https://www.youtube.com/watch?v=N8ZdK1pcDqs,ian,ian,False,,,human,2026-05-02 17:50:27,,
ST9ehwqko2Y,在異國不說話能生存嗎？光剪髮就嚇歪！,2023-05-24T13:00:20Z,pre,PT19M44S,366821,717,https://www.youtube.com/watch?v=ST9ehwqko2Y,collab,collab,False,,,human,2026-05-02 17:50:27,,
P3JUlw69EKY,網友投票決定當下泰國的行程！投票結果超傻眼！,2023-05-31T13:00:18Z,pre,PT23M48S,747268,224,https://www.youtube.com/watch?v=P3JUlw69EKY,collab,collab,False,,,human,2026-05-02 17:50:27,,
PQo11v5VxMY,[YES MAN系列]一整天答應所有荒唐要求！從陽光男孩變泰國辣妹！,2023-06-07T13:00:16Z,pre,PT23M47S,593107,1000,https://www.youtube.com/watch?v=PQo11v5VxMY,collab,collab,False,,,human,2026-05-02 17:50:27,,
FW3AzyYh3TM,[財富自由系列] 台灣黃金單身漢！在美國靠黃金翻身？！,2023-06-14T13:00:21Z,pre,PT19M59S,487763,212,https://www.youtube.com/watch?v=FW3AzyYh3TM,collab,collab,False,,,human,2026-05-02 17:50:27,,
p2Xchl-juh4,全美第一國立大學的瘋狂的傳統！上千個學生只穿內衣褲上街！,2023-06-22T13:00:41Z,pre,PT16M19S,901048,534,https://www.youtube.com/watch?v=p2Xchl-juh4,collab,collab,False,,,human,2026-05-02 17:50:27,,
vz8gdmh0c_c,網友相見歡！玩到流血又流淚！曼谷街上告白豁出去了！ft.Torres Pit托哥&啊岳啪啪走 RENATO @torrespit666  @renatotsai,2023-06-28T13:00:50Z,pre,PT16M23S,246172,227,https://www.youtube.com/watch?v=vz8gdmh0c_c,collab,collab,False,,,human,2026-05-02 17:50:27,,
gOMk4ZKGx1k,挑戰四小完成首次全馬：曾經想放棄一切的人生低潮,2023-07-05T13:00:24Z,pre,PT35M1S,553664,1000,https://www.youtube.com/watch?v=gOMk4ZKGx1k,eric,eric,False,,,human,2026-05-02 17:50:27,,
shE2udBAuWA,在泰國變性手術要ＯＯ元！原來直男穿女裝化濃妝是這種感覺！,2023-07-12T13:00:50Z,pre,PT17M19S,354087,197,https://www.youtube.com/watch?v=shE2udBAuWA,collab,collab,False,,,human,2026-05-02 17:50:27,,
1IExh6_HjaQ,超過六千隻猴子霸佔了這裡！變當地居民住在籠子裡面！？,2023-07-19T13:00:02Z,pre,PT19M12S,618866,241,https://www.youtube.com/watch?v=1IExh6_HjaQ,collab,collab,False,,,human,2026-05-02 17:50:27,,
MbFJ5zb8K5Q,全世界最大的金字塔其實隱藏在中美洲森林裡！近期考古學的最大發現！,2023-07-26T13:00:22Z,pre,PT28M44S,2082601,741,https://www.youtube.com/watch?v=MbFJ5zb8K5Q,collab,collab,False,,,human,2026-05-02 17:50:27,,
LGOD9Xrxhgc,衝去溫布頓錦標賽現場！結果不用花大錢也看得到？！（一千台幣！）,2023-08-02T13:00:26Z,pre,PT12M22S,450502,332,https://www.youtube.com/watch?v=LGOD9Xrxhgc,collab,collab,False,,,human,2026-05-02 17:50:27,,
-OeuQpe9Ih8,在美國好萊塢挑戰真人版芭比與肯尼！Cosplay服裝風格讓滴妹跳脫舒適圈？！ft. 滴妹@crowndu,2023-08-09T13:00:00Z,pre,PT14M29S,398805,308,https://www.youtube.com/watch?v=-OeuQpe9Ih8,collab,collab,False,,,human,2026-05-02 17:50:27,,
MgY8WuEHHN8,砸錢競標購買巨大貨倉！根本就是充滿驚喜的福袋！,2023-08-16T13:00:28Z,pre,PT19M16S,2217231,842,https://www.youtube.com/watch?v=MgY8WuEHHN8,collab,collab,False,,,human,2026-05-02 17:50:27,,
eyojFTl9Od4,誤闖美墨邊境危險區！為何每天有30萬人冒險來拜訪！？,2023-08-23T13:00:25Z,pre,PT16M20S,2002004,626,https://www.youtube.com/watch?v=eyojFTl9Od4,collab,collab,False,,,human,2026-05-02 17:50:27,,
rn3vkZf1NEw,從天空到海底實地直擊！前進加勒比海神秘大藍洞！海底世界像是去到外太空！,2023-08-30T13:00:49Z,pre,PT18M59S,1567266,457,https://www.youtube.com/watch?v=rn3vkZf1NEw,collab,collab,False,,,human,2026-05-02 17:50:27,,
Was6tieuubI,攀上人生最困難的火山！近距離看火山爆發！,2023-09-06T13:00:32Z,pre,PT27M38S,1386326,761,https://www.youtube.com/watch?v=Was6tieuubI,collab,collab,False,,,human,2026-05-02 17:50:27,,
_SAZ64LOm18,充滿100歲健康老人的長壽島！開箱人類長壽的秘訣！｜The DoDo Men 嘟嘟人,2023-09-13T13:00:22Z,pre,PT23M16S,702899,418,https://www.youtube.com/watch?v=_SAZ64LOm18,collab,collab,False,,,human,2026-05-02 17:50:27,,
BseUdOVmGJE,美國排名一的大學食堂CP值爆表！餐餐都是豐富buffet吃到飽！ft.邰哥 @Muyao4,2023-09-20T13:00:09Z,pre,PT13M32S,1322112,425,https://www.youtube.com/watch?v=BseUdOVmGJE,collab,collab,False,,,human,2026-05-02 17:50:27,,
Yp1grcdF5SE,開箱歐洲消費最低的國家！當地人都喝街上的自來水？！,2023-09-27T13:00:34Z,pre,PT15M16S,1390183,454,https://www.youtube.com/watch?v=Yp1grcdF5SE,collab,collab,False,,,human,2026-05-02 17:50:27,,
pxhKM47-aTs,在美國洛杉磯街頭留下我們的傑作！第一次嘗試美式塗鴉！,2023-10-04T13:00:52Z,pre,PT13M12S,236602,93,https://www.youtube.com/watch?v=pxhKM47-aTs,collab,collab,False,,,human,2026-05-02 17:50:27,,
AIX_eHMkUJU,升級成老鳥的倉儲挖寶王！提高預算準備大挖一筆！,2023-10-11T13:00:07Z,pre,PT28M18S,2027752,1551,https://www.youtube.com/watch?v=AIX_eHMkUJU,collab,collab,False,,,human,2026-05-02 17:50:27,,
ToEk9VmwU0g,100小時不吃東西身體有驚人的改變？身體極限實測！,2023-10-18T13:00:32Z,pre,PT20M57S,841440,920,https://www.youtube.com/watch?v=ToEk9VmwU0g,ian,ian,False,,,human,2026-05-02 17:50:27,,
XshowwjABfQ,偷偷幫壽星報名全英文喜劇挑戰！Eric第一次講脫口秀超抖！ft. @JasonCheny,2023-10-25T13:00:23Z,pre,PT20M53S,478679,386,https://www.youtube.com/watch?v=XshowwjABfQ,eric,eric,False,,,human,2026-05-02 17:50:27,,
Ky-uCfsc4Io,美國知名台裔脫口秀高手傳授秘訣！超跳tone的訪談！ft. @JasonCheny,2023-10-27T13:00:27Z,pre,PT11M36S,630597,486,https://www.youtube.com/watch?v=Ky-uCfsc4Io,collab,collab,False,,,human,2026-05-02 17:50:27,,
G0IDrBMwaG8,Eric重新挑戰馬拉松！15週訓練全記錄！跑到終點那刻快哭了...,2023-11-01T13:00:08Z,pre,PT44M35S,1249469,1019,https://www.youtube.com/watch?v=G0IDrBMwaG8,eric,eric,False,,,human,2026-05-02 17:50:27,,
IKlYkjQGtD4,週邊直播！來回答大家的問題🙌,2023-11-03T14:01:39Z,pre,PT52M47S,65065,22,https://www.youtube.com/watch?v=IKlYkjQGtD4,collab,collab,False,,,human,2026-05-02 17:50:27,,
_mSHYRmtr_c,到底我們之間誰人氣比較高？！在走鐘獎後台找各大創作者投票！,2023-11-08T13:00:32Z,pre,PT24M34S,636188,606,https://www.youtube.com/watch?v=_mSHYRmtr_c,collab,collab,False,,,human,2026-05-02 17:50:27,,
fl5HmGz6Kwo,從美國街頭隨機抓路人回台灣！外國帥哥第一次來台直接愛上？！,2023-11-15T13:00:38Z,pre,PT40M13S,4979084,6076,https://www.youtube.com/watch?v=fl5HmGz6Kwo,collab,collab,False,,,human,2026-05-02 17:50:27,,
dJg9VDzV34k,超狂！實測走鐘獎「說走就走」入圍者！直接帶出國！ft. @Kusdream,2023-11-22T13:00:34Z,pre,PT35M42S,2840576,1535,https://www.youtube.com/watch?v=dJg9VDzV34k,collab,collab,False,,,human,2026-05-02 17:50:27,,
21j0wJwrdYw,帶員工爽玩澎湖！分組對決當場玩到生氣走心？,2023-11-29T13:00:04Z,pre,PT36M36S,1145002,596,https://www.youtube.com/watch?v=21j0wJwrdYw,other,other,False,,,human,2026-05-02 17:50:27,,
Az3dUQDpvzg,Dcard 跟嘟嘟人誰比較有名？比賽決定是超爽還是超衰行程！ft. @DcardTaiwan,2023-12-06T13:00:09Z,pre,PT29M59S,972896,318,https://www.youtube.com/watch?v=Az3dUQDpvzg,collab,collab,False,,,human,2026-05-02 17:50:27,,
eeLoT3ahaOI,美國50年老房子大翻修全記錄！這次真的搬家了…,2023-12-13T13:00:35Z,pre,PT30M39S,1053554,745,https://www.youtube.com/watch?v=eeLoT3ahaOI,ian,ian,False,,,human,2026-05-02 17:50:27,,
Pb6fpxuTyWA,菜鳥 DJ 挑戰在台北夜店精華時段表演！開箱 The DoDo Men 電音版片頭曲！,2023-12-20T13:00:30Z,pre,PT27M58S,361750,377,https://www.youtube.com/watch?v=Pb6fpxuTyWA,collab,collab,False,,,human,2026-05-02 17:50:27,,
RNthKz71KnI,受 Netflix 邀請去東京4天跟電影大咖交流！全英文訪問導演超緊張！,2023-12-27T13:00:30Z,pre,PT22M47S,446654,210,https://www.youtube.com/watch?v=RNthKz71KnI,collab,collab,False,,,human,2026-05-02 17:50:27,,
8PaObzlbupo,Netflix Rebel Moon 全英文專訪！拷問好萊塢等級男女主角跟導演超辛辣問題好刺激！,2023-12-29T13:00:06Z,pre,PT7M26S,166937,140,https://www.youtube.com/watch?v=8PaObzlbupo,collab,collab,False,,,human,2026-05-02 17:50:27,,
kcXWTiTPUow,超刺激真心話大冒險！現場變告白大會好害羞？ ft. @beautywu,2024-01-03T13:00:39Z,pre,PT23M33S,619375,231,https://www.youtube.com/watch?v=kcXWTiTPUow,other,other,False,,,human,2026-05-02 17:50:27,,
OoU5rkjYrPA,人氣樂團的一日司機！挑戰得來速點餐唱歌超尷尬！ft. @bestards8787,2024-01-10T13:00:29Z,pre,PT23M49S,528059,485,https://www.youtube.com/watch?v=OoU5rkjYrPA,collab,collab,False,,,human,2026-05-02 17:50:27,,
uU1tNNtgPb8,赤裸公開未來運勢！面相大師簡少年幫我們分析感情事業！ft. @iletyou888,2024-01-17T13:00:56Z,pre,PT27M5S,566488,307,https://www.youtube.com/watch?v=uU1tNNtgPb8,collab,collab,False,,,human,2026-05-02 17:50:27,,
SgUGGyhCuqI,2023台灣最無聊城市是哪？這裡食物也太好吃了吧！ft. @happyariel,2024-01-24T13:00:23Z,pre,PT29M8S,920175,542,https://www.youtube.com/watch?v=SgUGGyhCuqI,collab,collab,False,,,human,2026-05-02 17:50:27,,
hHO4E0jLKJk,頻道創立4年後，我們要分開了。,2024-01-31T13:00:38Z,post,PT11M,1623667,2284,https://www.youtube.com/watch?v=hHO4E0jLKJk,collab,collab,False,,,human,2026-05-02 17:50:27,,
g5wIEkg_5EQ,尋找最適合居住的城市！加拿大溫哥華超適合！？,2024-02-14T13:00:38Z,post,PT33M58S,1535765,1140,https://www.youtube.com/watch?v=g5wIEkg_5EQ,eric,eric,False,,,human,2026-05-02 17:50:27,,
kcjQ7N_jTZ8,從日本隨機帶路人回台灣！日本小帥哥第一次逛夜市超興奮！,2024-02-21T13:00:38Z,post,PT40M31S,3409228,4088,https://www.youtube.com/watch?v=kcjQ7N_jTZ8,collab,collab,False,,,human,2026-05-02 17:50:27,,
TdllVSGiyzA,開箱全世界最適合看極光的城市！挪威北極圈的冬天沒有太陽！？,2024-02-28T13:00:22Z,post,PT36M21S,2115836,1106,https://www.youtube.com/watch?v=TdllVSGiyzA,ian,ian,False,,,human,2026-05-02 17:50:27,,
2t0avuZwESY,美國街上實測蘋果未來科技！Apple Vision Pro 給我超能力！,2024-03-03T13:00:02Z,post,PT20M28S,552072,298,https://www.youtube.com/watch?v=2t0avuZwESY,eric,eric,False,,,human,2026-05-02 17:50:27,,
iPYCTHW25Hw,去芬蘭的冰湖上學甩尾飄移！一直失敗被拖車超愧疚... @junolee214,2024-03-06T13:00:37Z,post,PT27M26S,498686,377,https://www.youtube.com/watch?v=iPYCTHW25Hw,ian,ian,False,,,human,2026-05-02 17:50:27,,
LSIlh437sJ4,東京榮登最宜居城市！？太多想搬來的原因了！,2024-03-13T13:00:28Z,post,PT47M22S,3388609,1619,https://www.youtube.com/watch?v=LSIlh437sJ4,eric,eric,False,,,human,2026-05-02 17:50:27,,
O56eohn_ihI,倒數破百萬訂閱直播！！！,2024-03-18T11:19:56Z,post,PT46M,264902,709,https://www.youtube.com/watch?v=O56eohn_ihI,other,other,False,,,human,2026-05-02 17:50:27,,
VXwHEFf4fcI,飛去丹麥找丹麥帥哥玩！開箱 Anton 的哥本哈根私房景點！,2024-03-20T13:00:24Z,post,PT37M46S,2402274,2178,https://www.youtube.com/watch?v=VXwHEFf4fcI,collab,collab,False,,,human,2026-05-02 17:50:27,,
f-0ZBXKb2Qs,前蘋果包裝工程師開箱Apple Watch Ultra 2！你不知道的包裝巧思！,2024-03-27T13:00:40Z,post,PT18M3S,627541,664,https://www.youtube.com/watch?v=f-0ZBXKb2Qs,ian,ian,False,,,human,2026-05-02 17:50:27,,
OsM7-9bnnTo,一百萬個謝謝！,2024-04-01T13:00:33Z,post,PT14M14S,352489,389,https://www.youtube.com/watch?v=OsM7-9bnnTo,collab,collab,False,,,human,2026-05-02 17:50:27,,
sko52ysDhN8,參觀日本地震防災館！體驗7級地震超恐怖...｜防災知識必看這集！,2024-04-03T08:30:30Z,post,PT12M40S,442354,381,https://www.youtube.com/watch?v=sko52ysDhN8,collab,collab,False,,,human,2026-05-02 17:50:27,,
3MHPosEv5L8,從芬蘭隨機帶路人回台灣！美食之都合芬蘭人的胃口嗎？！,2024-04-03T13:00:04Z,post,PT46M10S,3035068,2950,https://www.youtube.com/watch?v=3MHPosEv5L8,ian,ian,False,,,human,2026-05-02 17:50:27,,
sTjOIHwzj60,2024春酒獎金遊戲大PK！抽最想去的國家的來回機票！,2024-04-10T13:00:51Z,post,PT31M52S,516286,250,https://www.youtube.com/watch?v=sTjOIHwzj60,other,other,False,,,human,2026-05-02 17:50:27,,
-ILDhzLvKmU,百萬YouTuber的辦公室長怎樣？打造矽谷新創風超夢幻辦公室！,2024-04-17T13:00:00Z,post,PT31M19S,858847,481,https://www.youtube.com/watch?v=-ILDhzLvKmU,ian,ian,False,,,human,2026-05-02 17:50:27,,
nYghCWuHRjY,開箱丹麥鄉下的生活！跟丹麥帥哥一起跳進近0度海水！,2024-04-24T13:00:45Z,post,PT39M54S,2075528,2032,https://www.youtube.com/watch?v=nYghCWuHRjY,collab,collab,False,,,human,2026-05-02 17:50:27,,
0gBGitEpqxY,丟包壽星在陌生國家！結果是個超浪漫生日行程！,2024-05-01T13:00:01Z,post,PT24M9S,1364164,794,https://www.youtube.com/watch?v=0gBGitEpqxY,collab,collab,False,,,human,2026-05-02 17:50:27,,
iQqNgk-tu8M,去日本找世界級調酒師！就連冰塊都隱藏這麼多奧秘！,2024-05-08T13:00:41Z,post,PT30M34S,746670,270,https://www.youtube.com/watch?v=iQqNgk-tu8M,ian,ian,False,,,human,2026-05-02 17:50:27,,
WumNL0Wye68,受Netflix邀請去紐約！挑戰一人訪問5位好萊塢巨星壓力超大？,2024-05-10T13:00:29Z,post,PT25M11S,347358,199,https://www.youtube.com/watch?v=WumNL0Wye68,eric,eric,False,,,human,2026-05-02 17:50:27,,
s6xdTuS0QHA,讓員工許願「夢想福利」超後悔拍這集？DoDo Men辦公室才有的專屬「跳脫舒適圈福利」！,2024-05-15T13:00:52Z,post,PT27M16S,739251,711,https://www.youtube.com/watch?v=s6xdTuS0QHA,other,other,False,,,human,2026-05-02 17:50:27,,
lh51pzSOREc,歐洲隨機坐火車會去到哪？看了此生最浮誇的教堂、路人意外超友善！,2024-05-22T13:00:45Z,post,PT30M33S,1437565,791,https://www.youtube.com/watch?v=lh51pzSOREc,eric,eric,False,,,human,2026-05-02 17:50:27,,
IEF0ehXNubU,全世界最貴的電影院！斥資700億台幣在裡面看電影值得嗎？,2024-05-26T13:00:24Z,post,PT10M18S,448046,151,https://www.youtube.com/watch?v=IEF0ehXNubU,eric,eric,False,,,human,2026-05-02 17:50:27,,
_JFP6mt7LzA,達爾文在這發現了進化論！揭密充滿奇特生物的偏遠島嶼！,2024-05-29T13:00:38Z,post,PT39M30S,1320128,569,https://www.youtube.com/watch?v=_JFP6mt7LzA,eric,eric,False,,,human,2026-05-02 17:50:27,,
fyu9rnwYqpU,開箱日本的零廢棄小鎮！超偏僻不到1500個居民！,2024-06-02T13:00:37Z,post,PT40M7S,1316879,747,https://www.youtube.com/watch?v=fyu9rnwYqpU,ian,ian,False,,,human,2026-05-02 17:50:27,,
imqRaw94VEc,首次踏上非洲！進入撒哈拉沙漠遊牧民族的世界！,2024-06-05T13:00:47Z,post,PT39M48S,1015064,599,https://www.youtube.com/watch?v=imqRaw94VEc,ian,ian,False,,,human,2026-05-02 17:50:27,,
z-NCerll2Yc,拉斯維加斯適合居住嗎？開箱100坪豪宅超便宜！,2024-06-12T13:00:59Z,post,PT34M7S,1306143,837,https://www.youtube.com/watch?v=z-NCerll2Yc,eric,eric,False,,,human,2026-05-02 17:50:27,,
gZAIvgcf5jU,在美國用耳機操控博恩、賀瓏搭訕路人！三人都尷尬癌發作！@StandupBrian  @hellohorlung,2024-06-14T13:00:43Z,post,PT17M47S,656992,793,https://www.youtube.com/watch?v=gZAIvgcf5jU,eric,eric,False,,,human,2026-05-02 17:50:27,,
oJhBlxe8CW4,重回母校柏克萊發現學弟妹也太爽！能圓夢闖入兄弟會派對嗎！？,2024-06-19T13:00:50Z,post,PT33M31S,756279,333,https://www.youtube.com/watch?v=oJhBlxe8CW4,eric,eric,False,,,human,2026-05-02 17:50:27,,
a4IAxEZzlig,開箱瑞典IKEA總部長怎樣？這裡的人下午三點就下班好幸福！,2024-06-26T13:04:04Z,post,PT30M12S,1637589,674,https://www.youtube.com/watch?v=a4IAxEZzlig,ian,ian,False,,,human,2026-05-02 17:50:27,,
BEYpzNY_iJM,倉儲尋寶遇職業級玩家砸30萬挖寶！這次終於開到超值錢盲盒？,2024-07-03T13:00:16Z,post,PT26M23S,2042415,1077,https://www.youtube.com/watch?v=BEYpzNY_iJM,eric,eric,False,,,human,2026-05-02 17:50:27,,
Rq0GP6JC8Ro,深遊台灣邦交國！島上竟有珍奶店！,2024-07-10T13:00:34Z,post,PT35M4S,1191328,703,https://www.youtube.com/watch?v=Rq0GP6JC8Ro,eric,eric,False,,,human,2026-05-02 17:50:27,,
-M8n8b_FOYw,和日本在地人玩爆東京！三個大直男一起解鎖女僕咖啡廳好害羞！,2024-07-17T13:00:00Z,post,PT22M7S,1010553,624,https://www.youtube.com/watch?v=-M8n8b_FOYw,ian,ian,False,,,human,2026-05-02 17:50:27,,
NHzKwRQ5kbw,讓員工射箭決定員工旅遊的國家！5天4夜又吐又拉肚子...!,2024-07-24T13:00:31Z,post,PT32M24S,1240471,713,https://www.youtube.com/watch?v=NHzKwRQ5kbw,collab,collab,False,,,human,2026-05-02 17:50:27,,
XZ6VgXqXsXE,睡在垂直峭壁超刺激！還要自己從地面爬上去！,2024-07-31T14:30:13Z,post,PT21M8S,1715822,881,https://www.youtube.com/watch?v=XZ6VgXqXsXE,eric,eric,False,,,human,2026-05-02 17:50:27,,
DZFrYbCoLEA,挑戰全程徒步攻頂馬丘比丘！四天三夜步行秘魯印加步道！,2024-08-07T13:00:14Z,post,PT35M14S,1548035,934,https://www.youtube.com/watch?v=DZFrYbCoLEA,eric,eric,False,,,human,2026-05-02 17:50:27,,
V3fzOMsklX4,超狂房租20萬還一堆人搬來紐約！？到底紐約適合居住嗎？,2024-08-11T13:00:30Z,post,PT52M17S,2484908,1643,https://www.youtube.com/watch?v=V3fzOMsklX4,eric,eric,False,,,human,2026-05-02 17:50:27,,
Pg3SvSDwnDY,和Anton在歐洲挑戰射飛鏢系列！讓命運決定我們旅遊地點！,2024-08-14T13:00:27Z,post,PT32M33S,1325424,1241,https://www.youtube.com/watch?v=Pg3SvSDwnDY,ian,ian,False,,,human,2026-05-02 17:50:27,,
G1luaR8EnSo,見到世界級偶像 Alan Walker 是什麼體驗？直接把自己做好的歌給他聽！ @Alanwalkermusic,2024-08-21T13:00:30Z,post,PT23M6S,445151,298,https://www.youtube.com/watch?v=G1luaR8EnSo,eric,eric,False,,,human,2026-05-02 17:50:27,,
nbEFVEAMiTI,我們真的帶賀瓏去非洲了！大出包卡在機場飛不了？！,2024-08-28T13:00:07Z,post,PT42M21S,2952790,5381,https://www.youtube.com/watch?v=nbEFVEAMiTI,collab,collab,False,,,human,2026-05-02 17:50:27,,
quNNIilbxUw,第一天就去2個非洲國家！爬山涉水尋找超稀有猩猩行程太硬了吧！,2024-09-04T13:00:30Z,post,PT48M9S,2507621,2022,https://www.youtube.com/watch?v=quNNIilbxUw,collab,collab,False,,,human,2026-05-02 17:50:27,,
HJ5uQCVasO8,台灣人在邦交國的生活！在海外打拼的台灣人令人感動！,2024-09-11T13:00:25Z,post,PT31M26S,661988,451,https://www.youtube.com/watch?v=HJ5uQCVasO8,eric,eric,False,,,human,2026-05-02 17:50:27,,
rtHYZCHI6GI,非洲大草原超刺激！精彩不斷的獨家畫面！,2024-09-18T13:01:02Z,post,PT40M23S,1966141,960,https://www.youtube.com/watch?v=rtHYZCHI6GI,collab,collab,False,,,human,2026-05-02 17:50:27,,
hhlpf1K4Dtw,隨機找巴黎人文化交流！冷淡的巴黎人會答應嗎？！,2024-09-25T13:00:49Z,post,PT36M29S,1415492,1385,https://www.youtube.com/watch?v=hhlpf1K4Dtw,eric,eric,False,,,human,2026-05-02 17:50:27,,
K9rbtMYkDrk,全世界最古老遊樂園長怎樣？和丹麥小帥哥坐超刺激雲霄飛車狂尖叫！,2024-10-02T13:00:24Z,post,PT22M53S,789583,427,https://www.youtube.com/watch?v=K9rbtMYkDrk,ian,ian,False,,,human,2026-05-02 17:50:27,,
1CJ-ZkHCjiQ,教世界頂級F1賽車手台式騎車🔥整場催落、超愛小籠包！,2024-10-16T13:00:01Z,post,PT28M,822801,519,https://www.youtube.com/watch?v=1CJ-ZkHCjiQ,eric,eric,False,,,human,2026-05-02 17:50:27,,
3pWV6FQoM7s,從法國隨機帶外國人回台灣！第一次來亞洲就帶他去花蓮！,2024-10-23T13:00:05Z,post,PT42M6S,3074017,4577,https://www.youtube.com/watch?v=3pWV6FQoM7s,ian,ian,False,,,human,2026-05-02 17:50:27,,
ShNeNadSOGU,探索巴黎真實生活！工作假期也太多！美食浪漫之都適合居住嗎？,2024-10-30T13:00:35Z,post,PT1H13M37S,2202074,1437,https://www.youtube.com/watch?v=ShNeNadSOGU,eric,eric,False,,,human,2026-05-02 17:50:27,,
-veFTyDxQHg,腿軟抽筋的體能挑戰！完全低估這越野接力賽！,2024-11-06T13:00:00Z,post,PT32M26S,782060,461,https://www.youtube.com/watch?v=-veFTyDxQHg,collab,collab,False,,,human,2026-05-02 17:50:27,,
kfLkQvzzCho,公路車新手一路從台北騎到高雄！有史以來最漫長的體能挑戰！ft. @eLunfitness,2024-11-13T13:00:55Z,post,PT39M4S,1450452,960,https://www.youtube.com/watch?v=kfLkQvzzCho,ian,ian,False,,,human,2026-05-02 17:50:27,,
g1MrLjeK-CY,在台北101上班原來這麼爽！酒喝到飽跟特殊的員工福利！,2024-11-16T15:01:36Z,post,PT31M52S,154140,232,https://www.youtube.com/watch?v=g1MrLjeK-CY,ian,ian,False,,,human,2026-05-02 17:50:27,,
tb0JHyh_I1E,偷偷飛到美國給Eric生日驚喜！驚喜突襲會成功嗎？,2024-11-20T13:01:12Z,post,PT22M55S,1093108,654,https://www.youtube.com/watch?v=tb0JHyh_I1E,collab,collab,False,,,human,2026-05-02 17:50:27,,
